Gender;Height;Weight
Male;670.476.697.285.805;173.816.373.962.663
Male;671.351.749.028.692;177.984.361.143.984
Male;697.426.421.173.442;199.891.271.492.252
Male;688.945.293.119.046;180.691.815.546.380
Male;702.534.009.734.233;189.271.868.577.753
Male;62.307.438.525.405;149.439.096.779.242
Male;704.620.129.165.386;185.021.223.481.928
Male;637.149.513.282.762;139.411.145.312.383
Male;734.596.099.568.632;199.868.208.976.835
Male;716.483.083.070.671;199.039.288.959.202
Male;701.433.861.134.691;182.832.196.917.338
Male;666.415.689.050.248;155.763.813.806.818
Male;707.520.120.246.337;197.838.902.123.071
Male;681.525.343.485.532;193.159.348.804.157
Male;689.537.194.533.545;178.287.785.533.690
Male;711.208.266.236.791;193.804.892.442.478
Male;68.847.612.185.539;178.256.907.646.413
Male;713.343.489.114.511;184.520.036.987.219
Male;743.402.058.830.245;209.237.513.065.822
Male;693.298.515.857.457;178.954.373.950.107
Male;711.045.893.455.297;206.239.749.589.886
Male;715.052.062.678.725;205.883.495.751.742
Male;715.796.959.944.105;200.393.123.500.352
Male;703.477.552.657.045;194.328.792.059.639
Male;664.023.970.655.201;165.955.934.671.191
Male;745.178.760.319.385;201.957.971.666.922
Male;72.229.902.099.848;206.223.537.862.173
Male;731.060.590.461.094;207.239.547.355.378
Male;69.558.051.898.981;181.321.297.491.082
Male;72.658.071.600.659;221.885.941.634.049
Male;657.047.738.480.621;160.203.314.026.261
Male;680.117.487.265.409;175.015.090.454.059
Male;7.018.876.718.924;192.860.019.954.761
Male;70.839.116.270.156;213.736.135.894.646
Male;660.718.645.884.626;179.704.410.058.826
Male;665.581.140.816.002;154.627.588.397.121
Male;745.209.720.871.559;216.533.191.277.225
Male;637.324.378.928.949;162.221.023.324.056
Male;698.962.171.082.176;187.056.772.431.363
Male;758.501.122.218.929;227.277.965.379.289
Male;68.388.869.473.202;185.439.840.508.362
Male;71.008.540.415.621;207.550.279.927.852
Male;682.657.235.226.031;184.988.497.969.991
Male;723.919.402.692.833;215.675.265.584.521
Male;671.671.943.275.299;15.846.989.586.734
Male;693.789.501.193.117;194.488.942.344.429
Male;684.643.740.899.053;182.904.011.737.154
Male;684.329.923.224.506;196.103.082.819.615
Male;689.882.868.135.247;180.365.955.212.988
Male;70.616.362.867.501;185.444.865.293.505
Male;650.385.320.500.325;170.632.537.515.233
Male;730.242.056.315.614;205.281.493.175
Male;687.202.431.773.936;182.455.923.303.949
Male;689.253.088.352.626;200.060.003.456.691
Male;751.469.078.867.175;221.329.227.716.926
Male;631.542.722.595.019;119.242.855.919.903
Male;644.977.259.510.755;169.841.015.617.733
Male;691.694.841.724.535;181.815.921.528.124
Male;671.178.740.741.552;178.266.543.425.340
Male;64.572.896.855.173;176.718.916.993.233
Male;699.818.915.473.326;193.718.587.513.775
Male;672.907.755.320.768;154.718.344.015.327
Male;67.578.739.260.442;167.581.356.732.465
Male;700.306.732.915.134;198.696.298.551.089
Male;67.285.733.279.077;199.006.613.105.584
Male;677.179.469.415.444;175.159.200.203.876
Male;712.524.174.586.648;196.317.164.230.109
Male;709.816.065.331.949;191.138.848.069.447
Male;667.989.765.317.594;173.208.632.104.584
Male;663.835.760.239.606;172.741.451.887.899
Male;735.135.948.991.932;210.399.769.531.925
Male;693.741.611.914.573;183.936.860.264.066
Male;687.206.084.483.133;173.888.102.715.451
Male;715.392.985.030.705;207.307.916.607.988
Male;730.691.967.049.406;207.652.627.821.709
Male;695.052.293.431.528;187.368.175.986.248
Male;672.688.622.118.818;190.361.496.901.964
Male;690.162.747.931.198;198.707.762.313.651
Male;72.888.870.152.212;220.908.141.910.003
Male;707.109.383.642.151;202.067.981.453.202
Male;689.643.667.326.337;181.537.669.681.696
Male;704.721.950.619.616;200.575.743.461.554
Male;690.062.973.916.329;190.818.100.843.512
Male;664.464.197.394.787;162.941.041.216.352
Male;688.748.761.581.227;177.133.135.520.817
Male;684.231.670.839.035;180.257.979.819.171
Male;742.422.931.391.381;23.223.264.687.361
Male;69.069.036.069.054;198.772.190.696.892
Male;734.010.332.774.128;208.221.064.804.361
Male;702.738.215.373.148;185.718.381.426.101
Male;743.408.608.692.076;210.111.536.115.141
Male;67.705.332.854.901;196.933.267.718.119
Male;664.544.411.858.916;162.811.081.805.815
Male;690.557.467.034.876;204.258.750.662.721
Male;680.357.238.794.662;172.436.208.796.169
Male;687.637.713.606.666;209.281.454.445.367
Male;708.925.193.425.129;201.418.036.626.955
Male;708.658.154.487.942;201.511.537.970.608
Male;692.241.151.930.911;167.738.248.191.338
Male;684.395.762.706.979;190.815.684.355.948
Male;682.534.867.517.229;179.252.155.716.455
Male;72.226.732.736.188;203.390.169.329.490
Male;708.468.214.026.945;196.306.309.951.181
Male;687.871.342.748.427;187.952.799.687.315
Male;688.747.759.608.915;168.359.034.877.323
Male;667.430.038.037.071;170.662.332.411.944
Male;61.675.406.762.752;144.763.012.787.371
Male;633.312.265.883.684;138.147.593.056.833
Male;64.914.932.300.492;148.906.905.063.138
Male;72.963.161.157.143;204.181.096.319.557
Male;700.742.964.754.103;205.387.909.895.344
Male;66.014.958.328.424;169.099.038.408.555
Male;666.837.510.636.697;174.571.334.398.574
Male;624.015.335.166.755;144.545.057.014.570
Male;695.872.800.833.215;19.449.835.579.945
Male;730.848.942.216.874;230.678.778.196.553
Male;706.489.407.806.026;193.519.854.917.824
Male;723.720.657.331.386;199.376.234.589.203
Male;692.634.288.100.419;178.354.124.502.323
Male;662.057.152.194.741;167.629.659.838.571
Male;646.028.074.324.739;149.937.712.593.204
Male;683.685.971.047.031;164.903.328.343.631
Male;688.907.838.942.253;192.438.686.892.985
Male;650.553.035.477.947;174.355.752.142.735
Male;715.360.560.807.917;207.199.559.368.969
Male;730.597.785.759.867;196.059.169.371.603
Male;653.353.347.489.034;154.115.056.078.303
Male;697.984.568.782.605;181.418.073.997.721
Male;718.987.124.231.403;203.458.766.787.122
Male;698.930.377.508.689;194.532.819.194.395
Male;692.602.915.436.242;197.411.781.826.015
Male;685.709.291.211.613;192.606.716.690.451
Male;741.530.645.069.888;212.276.327.844.442
Male;675.029.664.837.143;189.006.568.648.402
Male;727.934.862.727.461;217.163.282.456.028
Male;689.094.912.858.568;184.615.535.693.413
Male;687.205.292.483.486;195.670.171.492.147
Male;683.123.418.831.717;169.780.839.733.618
Male;610.744.871.038.506;122.680.111.752.611
Male;695.735.915.739.679;165.784.742.409.677
Male;711.650.178.616.645;198.711.519.430.380
Male;717.688.224.564.508;18.207.224.175.813
Male;681.619.250.144.793;170.476.126.933.133
Male;648.904.252.076.047;157.249.289.180.483
Male;664.732.805.906.825;176.600.529.696.569
Male;671.729.318.343.523;165.026.284.456.612
Male;62.562.141.478.974;164.051.982.770.603
Male;700.497.022.922.758;176.589.379.237.761
Male;69.326.188.964.555;177.363.587.799.360
Male;656.001.784.302.861;146.334.379.431.727
Male;690.775.774.988.267;188.259.134.970.082
Male;648.725.705.815.475;162.310.278.328.889
Male;70.704.093.739.471;202.910.599.271.068
Male;637.447.268.654.662;146.159.211.075.878
Male;661.060.379.528.454;170.262.306.089.256
Male;645.643.638.232.429;164.888.434.776.875
Male;71.993.173.644.477;188.564.977.808.902
Male;730.756.565.099.108;203.809.263.328.034
Male;6.603.495.574.946;160.193.763.825.116
Male;708.032.012.227.552;191.947.799.747.621
Male;65.204.521.937.012;177.049.658.566.176
Male;662.428.166.536.137;161.680.383.359.996
Male;659.964.642.618.552;183.470.679.724.807
Male;675.167.678.484.563;158.113.339.678.303
Male;663.070.705.425.612;162.506.036.879.899
Male;602.691.078.279.205;126.455.612.757.901
Male;686.971.236.647.522;171.143.030.033.184
Male;667.341.709.198.179;181.493.157.652.824
Male;672.732.935.501.438;185.285.081.776.391
Male;66.560.104.631.177;164.963.433.682.578
Male;675.163.696.122.937;173.520.052.717.905
Male;69.148.775.311.209;182.753.570.178.696
Male;694.161.194.172.908;194.334.751.311.389
Male;716.164.758.130.122;208.339.311.634.581
Male;703.109.443.106.717;196.749.787.808.627
Male;683.951.917.160.158;197.787.940.433.631
Male;677.776.368.682.961;191.498.220.559.793
Male;704.890.526.389.897;174.042.609.528.828
Male;74.706.964.103.516;215.225.508.792.443
Male;671.157.030.295.813;187.073.883.863.321
Male;676.194.866.038.072;194.518.819.453.717
Male;690.713.143.436.101;193.434.664.774.821
Male;694.586.625.542.238;187.910.875.685.823
Male;655.195.414.396.373;178.289.459.153.456
Male;714.629.608.419.721;174.347.358.666.318
Male;674.242.401.728.615;176.485.090.451.344
Male;724.488.466.681.926;213.359.530.360.382
Male;72.088.106.511.736;192.820.500.467.739
Male;713.313.126.649.412;194.401.079.380.422
Male;692.797.032.321.474;173.273.011.526.316
Male;707.687.621.567.279;18.871.103.570.989
Male;654.091.468.910.957;143.418.013.320.364
Male;627.889.915.181.073;137.324.178.310.072
Male;682.788.418.439.826;183.429.056.469.698
Male;661.089.024.472.783;182.875.348.946.605
Male;690.506.381.923.026;191.522.274.876.366
Male;712.120.760.243.906;198.045.548.342.651
Male;675.939.622.905.641;173.830.870.073.092
Male;654.090.705.909.958;167.629.078.784.546
Male;71.273.326.413.992;209.112.998.212.183
Male;724.326.175.593.517;204.564.479.012.419
Male;708.577.943.188.606;199.966.387.454.232
Male;701.714.787.491.531;192.347.835.853.360
Male;721.227.847.321.693;200.907.146.122.523
Male;700.414.169.249.094;201.546.424.499.691
Male;702.466.542.328.547;187.655.698.757.810
Male;694.407.539.429.827;184.436.002.879.659
Male;684.483.486.280.848;191.824.596.578.723
Male;726.885.141.118.863;194.241.737.568.849
Male;701.711.756.121.192;207.776.547.320.785
Male;734.339.533.938.154;218.692.100.035.152
Male;698.956.240.742.108;200.120.360.949.887
Male;731.810.749.085.631;223.397.572.330.014
Male;684.112.747.746.483;184.148.654.336.179
Male;70.116.970.128.596;209.975.992.897.927
Male;685.801.272.996.216;196.419.011.993.851
Male;64.575.075.618.789;160.165.790.971.480
Male;649.115.210.174.544;159.195.105.564.942
Male;696.549.653.050.958;189.609.858.053.808
Male;695.824.438.336.788;199.267.861.131.506
Male;70.035.068.335.856;181.324.779.190.868
Male;671.747.147.572.883;178.674.937.818.679
Male;70.662.339.523.852;189.139.705.683.327
Male;680.000.811.333.113;181.146.041.967.053
Male;691.300.382.457.198;179.006.333.462.107
Male;680.500.257.764.757;173.196.265.684.568
Male;667.379.274.004.653;193.726.278.474.487
Male;704.417.673.016.369;194.901.770.200.233
Male;693.996.495.235.908;189.939.907.896.801
Male;699.476.363.051.415;188.314.969.689.569
Male;687.424.575.350.868;188.757.037.229.810
Male;652.191.249.894.502;155.137.550.948.868
Male;675.049.012.568.772;171.975.039.175.074
Male;648.451.615.525.444;154.441.122.475.824
Male;691.068.982.563.448;191.148.807.911.295
Male;689.574.385.961.177;182.192.512.817.545
Male;655.514.242.829.528;175.898.626.877.746
Male;657.524.856.447.476;167.667.058.345.196
Male;675.649.415.946.167;156.181.339.882.736
Male;648.280.715.241.918;14.695.451.586.425
Male;661.818.786.661.366;156.490.890.700.244
Male;711.728.685.612.537;193.720.043.582.488
Male;704.822.308.864.686;215.487.571.789.749
Male;679.790.568.899.048;179.415.810.617.979
Male;723.092.648.708.471;20.324.503.016.597
Male;748.140.524.727.739;232.209.377.348.429
Male;740.168.971.080.304;207.710.756.876.508
Male;70.236.489.814.395;184.277.627.751.434
Male;685.285.125.548.728;172.515.038.867.338
Male;65.386.094.729.396;156.865.743.203.845
Male;672.904.043.502.669;185.857.730.988.428
Male;658.926.857.716.889;175.258.072.138.987
Male;741.178.821.587.467;217.354.137.242.609
Male;684.870.776.141.712;193.726.609.048.864
Male;71.456.487.434.455;179.443.186.246.513
Male;692.444.455.670.418;175.232.834.842.116
Male;654.935.087.932.992;170.810.300.958.355
Male;668.162.553.383.686;176.830.676.963.356
Male;717.987.186.685.319;205.899.263.878.253
Male;680.746.232.752.868;171.695.509.695.384
Male;702.123.516.263.216;185.712.759.569.799
Male;768.426.788.279.609;211.724.166.456.081
Male;637.247.268.700.785;165.979.417.261.085
Male;63.222.824.740.972;172.024.814.098.477
Male;671.713.740.401.178;158.368.763.158.193
Male;689.497.200.019.384;181.783.259.324.536
Male;704.157.303.970.418;216.214.906.264.873
Male;700.985.771.391.676;176.671.149.980.511
Male;682.248.597.694.462;186.197.249.914.529
Male;650.717.845.477.403;174.705.111.282.301
Male;646.264.020.963.261;135.894.462.208.143
Male;683.745.308.889.225;190.920.242.818.057
Male;657.593.989.209.542;164.086.411.397.045
Male;719.484.863.946.171;208.204.435.251.595
Male;667.056.733.197.167;173.957.855.841.447
Male;682.790.225.238.186;184.813.909.218.697
Male;729.752.100.560.429;218.572.801.626.461
Male;681.312.709.424.856;175.017.649.585.535
Male;686.024.127.083.851;186.965.591.006.150
Male;65.521.632.994.187;159.936.436.035.272
Male;714.290.969.498.032;205.703.629.131.647
Male;741.411.082.830.313;219.051.728.320.848
Male;65.599.913.029.659;165.229.522.729.146
Male;730.358.069.121.006;196.655.011.862.858
Male;710.599.558.629.686;189.324.670.708.463
Male;656.611.243.670.706;169.958.789.237.495
Male;695.692.353.755.488;182.866.563.183.096
Male;752.594.567.571.919;227.437.138.179.421
Male;719.109.115.778.848;204.031.741.317.729
Male;735.416.086.953.574;214.343.290.696.445
Male;653.896.290.766.619;178.437.949.265.981
Male;678.947.765.533.491;178.177.298.042.261
Male;67.919.671.377.749;179.245.883.100.950
Male;666.587.633.395.239;183.171.527.834.575
Male;731.817.674.817.105;20.883.916.249.552
Male;701.278.873.879.568;192.081.131.356.246
Male;727.317.876.678.943;213.683.943.406.133
Male;689.672.247.722.024;175.552.123.767.977
Male;694.750.761.769.502;183.124.801.570.931
Male;621.829.285.247.805;152.791.828.342.801
Male;680.485.307.533.177;182.755.815.169.608
Male;655.943.017.632.295;171.224.026.973.693
Male;703.302.134.803.551;185.588.740.124.496
Male;725.044.101.891.815;204.627.156.418.296
Male;711.547.167.578.502;190.860.975.190.272
Male;68.005.429.002.183;194.754.189.235.412
Male;72.979.450.587.083;202.176.783.574.756
Male;677.183.933.664.317;182.361.396.476.652
Male;685.222.310.437.138;188.053.333.094.449
Male;663.513.311.088.302;171.685.169.645.879
Male;68.180.093.074.225;172.962.111.007.754
Male;718.787.168.799.373;211.041.211.202.106
Male;717.655.591.994.397;200.800.921.111.292
Male;711.535.238.540.064;210.048.406.699.503
Male;660.943.192.986.516;175.648.762.705.368
Male;708.158.798.619.579;186.597.895.634.720
Male;713.018.406.964.116;206.164.718.336.642
Male;69.806.290.688.136;186.673.516.437.421
Male;655.223.891.849.772;175.571.312.856.724
Male;685.583.535.155.871;191.088.939.684.088
Male;722.674.140.170.487;211.464.487.907.527
Male;635.805.658.253.015;142.174.759.588.665
Male;710.447.560.719.962;205.843.338.309.040
Male;65.678.390.073.919;163.142.051.843.036
Male;652.073.466.646.762;151.875.669.056.137
Male;648.381.936.073.312;142.725.871.196.537
Male;699.648.106.258.336;186.451.542.800.869
Male;673.785.183.467.397;170.001.347.870.670
Male;632.308.119.997.902;164.502.235.058.658
Male;703.753.442.005.972;180.298.356.688.671
Male;716.085.597.220.403;193.070.142.165.756
Male;670.875.518.839.637;176.417.238.785.546
Male;639.735.571.007.627;160.063.501.695.535
Male;675.754.728.091.751;180.419.530.268.538
Male;651.928.622.148.426;185.348.210.815.347
Male;71.781.995.967.799;205.169.235.058.932
Male;721.002.995.643.528;206.224.026.920.736
Male;723.721.936.385.913;210.187.294.028.833
Male;730.992.837.673.105;215.709.114.395.579
Male;699.105.345.826.093;181.591.178.707.636
Male;645.608.284.830.163;161.889.769.141.679
Male;703.461.044.359;197.683.319.350.645
Male;685.389.783.858.712;179.571.466.448.354
Male;677.893.805.121.246;18.611.903.739.595
Male;72.629.122.695.722;192.328.966.620.348
Male;671.965.191.153.681;179.209.194.759.411
Male;759.468.664.416.188;237.567.608.315.894
Male;639.562.257.501.968;152.645.848.084.592
Male;690.126.572.462.833;196.322.531.072.484
Male;649.663.466.773.012;172.524.968.877.121
Male;720.553.240.378.125;202.334.695.478.699
Male;66.976.667.906.741;193.823.778.090.071
Male;702.800.864.760.863;186.922.283.676.769
Male;671.931.713.444.248;179.722.743.052.527
Male;659.030.878.188.522;167.616.692.609.915
Male;736.968.592.231.206;232.718.677.743.803
Male;67.974.679.560.537;171.725.456.845.952
Male;65.629.901.787.505;179.995.123.993.462
Male;658.239.507.501.989;163.585.798.539.797
Male;717.158.700.011.345;190.994.310.790.650
Male;735.042.682.274.291;205.473.091.074.701
Male;640.323.188.386.272;147.371.284.240.101
Male;682.799.077.635.859;199.602.839.934.239
Male;743.387.388.213.286;220.383.448.053.015
Male;698.115.195.799.813;206.285.580.615.798
Male;714.179.456.442.086;209.226.566.604.938
Male;7.329.150.846.491;228.558.785.151.439
Male;72.087.031.565.042;205.389.055.805.672
Male;639.145.410.829.098;167.842.391.509.704
Male;722.473.247.514.787;193.511.695.213.042
Male;705.970.245.232.896;1.884.506.741.498
Male;708.656.161.119.303;214.981.393.879.642
Male;719.583.877.120.553;198.404.176.487.734
Male;681.537.017.938.172;178.165.801.687.660
Male;68.929.542.399.055;189.583.425.533.766
Male;662.991.930.296.065;180.201.266.068.932
Male;652.735.393.556.391;149.934.606.411.734
Male;684.840.293.015.593;180.896.286.583.736
Male;656.415.358.932.932;170.100.647.282.763
Male;688.687.503.295.272;178.818.827.668.585
Male;684.594.298.086.293;181.363.397.153.935
Male;693.213.053.675.037;194.330.003.140.625
Male;704.643.184.519.456;203.258.480.173.709
Male;726.652.418.845.385;21.909.516.559.478
Male;693.396.673.761.276;181.904.824.008.691
Male;685.689.593.987.114;185.975.825.102.227
Male;716.178.240.738.735;201.679.351.976.306
Male;689.039.419.009.733;175.445.063.361.930
Male;726.645.041.014.485;188.395.182.289.828
Male;713.803.112.293.486;217.368.487.922.352
Male;702.811.622.513.829;211.579.496.114.353
Male;707.104.060.308.907;197.060.884.068.186
Male;685.212.502.601.429;186.718.801.866.057
Male;61.740.657.718.642;140.009.978.611.136
Male;687.724.639.911.909;187.550.830.706.638
Male;735.686.363.372.985;205.359.460.048.360
Male;665.597.303.979.436;179.216.570.220.812
